Mod:Item:MetaData, Localized Name
forestry:logs.fireproof.5:0, Древесина сосны (огнестойкость)
forestry:logs.fireproof.5:1, Древесина сливового дерева (огнестойкость)
forestry:logs.fireproof.5:2, Древесина клёна (огнестойкость)
forestry:logs.fireproof.5:3, Древесина цитрусового дерева (огнестойкость)
forestry:logs.fireproof.6:0, Древесина гигантской секвойи (огнестойкость)
forestry:logs.fireproof.6:1, Древесина муравьиного дерева (огнестойкость)
forestry:logs.fireproof.6:2, Древесина падука (огнестойкость)
forestry:logs.fireproof.6:3, Древесина кокоболо (огнестойкость)
forestry:logs.fireproof.7:0, Древесина зебрано (огнестойкость)
forestry:logs.vanilla.fireproof.0:0, Дуб (огнестойкость)
forestry:logs.vanilla.fireproof.0:1, Ель (огнестойкость)
forestry:logs.vanilla.fireproof.0:2, Берёза (огнестойкость)
forestry:logs.vanilla.fireproof.0:3, Тропическое дерево (огнестойкость)
forestry:logs.vanilla.fireproof.1:0, Акация (огнестойкость)
forestry:logs.vanilla.fireproof.1:1, Тёмный дуб (огнестойкость)
forestry:planks.0:0, Доски из лиственницы
forestry:planks.0:1, Доски из тикового дерева
forestry:planks.0:2, Доски из акации
forestry:planks.0:3, Доски из липы
forestry:planks.0:4, Доски из каштана
forestry:planks.0:5, Доски из дерева Венге
forestry:planks.0:6, Доски из баобаба
forestry:planks.0:7, Доски из секвойи
forestry:planks.0:8, Доски из хлопкового дерева
forestry:planks.0:9, Доски из мирта
forestry:planks.0:10, Доски из красного дерева
forestry:planks.0:11, Доски из бальзы
forestry:planks.0:12, Доски из ивы
forestry:planks.0:13, Доски из орехового дерева
forestry:planks.0:14, Доски из гринхарта
forestry:planks.0:15, Доски из вишнёвого дерева
forestry:planks.1:0, Доски из гибискуса
forestry:planks.1:1, Доски из тополя
forestry:planks.1:2, Доски из пальмы
forestry:planks.1:3, Доски из дынного дерева
forestry:planks.1:4, Доски из сосны
forestry:planks.1:5, Доски из сливового дерева
forestry:planks.1:6, Доски из клёна
forestry:planks.1:7, Доски из цитрусового дерева
forestry:planks.1:8, Доски из гигантской секвойи
forestry:planks.1:9, Доски из муравьиного дерева
forestry:planks.1:10, Доски из падука
forestry:planks.1:11, Доски из кокоболо
forestry:planks.1:12, Доски из зебрано
forestry:planks.fireproof.0:0, Доски из лиственницы (огнестойкость)
forestry:planks.fireproof.0:1, Доски из тикового дерева (огнестойкость)
forestry:planks.fireproof.0:2, Доски из акации (огнестойкость)
forestry:planks.fireproof.0:3, Доски из липы (огнестойкость)
forestry:planks.fireproof.0:4, Доски из каштана (огнестойкость)
forestry:planks.fireproof.0:5, Доски из дерева Венге (огнестойкость)
forestry:planks.fireproof.0:6, Доски из баобаба (огнестойкость)
forestry:planks.fireproof.0:7, Доски из секвойи (огнестойкость)
forestry:planks.fireproof.0:8, Доски из хлопкового дерева (огнестойкость)
forestry:planks.fireproof.0:9, Доски из мирта (огнестойкость)
forestry:planks.fireproof.0:10, Доски из красного дерева (огнестойкость)
forestry:planks.fireproof.0:11, Доски из бальзы (огнестойкость)
forestry:planks.fireproof.0:12, Доски из ивы (огнестойкость)
forestry:planks.fireproof.0:13, Доски из орехового дерева (огнестойкость)
forestry:planks.fireproof.0:14, Доски из гринхарта (огнестойкость)
forestry:planks.fireproof.0:15, Доски из вишнёвого дерева (огнестойкость)
forestry:planks.fireproof.1:0, Доски из гибискуса (огнестойкость)
forestry:planks.fireproof.1:1, Доски из тополя (огнестойкость)
forestry:planks.fireproof.1:2, Доски из пальмы (огнестойкость)
forestry:planks.fireproof.1:3, Доски из дынного дерева (огнестойкость)
forestry:planks.fireproof.1:4, Доски из сосны (огнестойкость)
forestry:planks.fireproof.1:5, Доски из сливового дерева (огнестойкость)
forestry:planks.fireproof.1:6, Доски из клёна (огнестойкость)
forestry:planks.fireproof.1:7, Доски из цитрусового дерева (огнестойкость)
forestry:planks.fireproof.1:8, Доски из гигантской секвойи (огнестойкость)
forestry:planks.fireproof.1:9, Доски из муравьиного дерева (огнестойкость)
forestry:planks.fireproof.1:10, Доски из падука (огнестойкость)
forestry:planks.fireproof.1:11, Доски из кокоболо (огнестойкость)
forestry:planks.fireproof.1:12, Доски из зебрано (огнестойкость)
forestry:planks.vanilla.fireproof.0:0, Дубовые доски (огнестойкость)
forestry:planks.vanilla.fireproof.0:1, Еловые доски (огнестойкость)
forestry:planks.vanilla.fireproof.0:2, Берёзовые доски (огнестойкость)
forestry:planks.vanilla.fireproof.0:3, Доски из тропического дерева (огнестойкость)
forestry:planks.vanilla.fireproof.0:4, Акациевые доски (огнестойкость)
forestry:planks.vanilla.fireproof.0:5, Доски из тёмного дуба (огнестойкость)
forestry:slabs.0:0, Плита из лиственницы
forestry:slabs.0:1, Плита из тикового дерева
forestry:slabs.0:2, Плита из акации
forestry:slabs.0:3, Плита из липы
forestry:slabs.0:4, Плита из каштана
forestry:slabs.0:5, Плита из дерева Венге
forestry:slabs.0:6, Плита из баобаба
forestry:slabs.0:7, Плита из секвойи
forestry:slabs.1:0, Плита из хлопкового дерева
forestry:slabs.1:1, Плита из мирта
forestry:slabs.1:2, Плита из красного дерева
forestry:slabs.1:3, Плита из бальзы
forestry:slabs.1:4, Плита из ивы
forestry:slabs.1:5, Плита из орехового дерева
forestry:slabs.1:6, Плита из гринхарта
forestry:slabs.1:7, Плита из вишнёвого дерева
forestry:slabs.2:0, Плита из гибискуса
forestry:slabs.2:1, Плита из тополя
forestry:slabs.2:2, Плита из пальмы
forestry:slabs.2:3, Плита из дынного дерева
forestry:slabs.2:4, Плита из сосны
forestry:slabs.2:5, Плита из сливового дерева
forestry:slabs.2:6, Плита из клёна
forestry:slabs.2:7, Плита из цитрусового дерева
forestry:slabs.3:0, Плита из гигантской секвойи
forestry:slabs.3:1, Плита из муравьиного дерева
forestry:slabs.3:2, Плита из падука
forestry:slabs.3:3, Плита из кокоболо
forestry:slabs.3:4, Плита из зебрано
forestry:slabs.fireproof.0:0, Плита из лиственницы (огнестойкость)
forestry:slabs.fireproof.0:1, Плита из тикового дерева (огнестойкость)
forestry:slabs.fireproof.0:2, Плита из акации (огнестойкость)
forestry:slabs.fireproof.0:3, Плита из липы (огнестойкость)
forestry:slabs.fireproof.0:4, Плита из каштана (огнестойкость)
forestry:slabs.fireproof.0:5, Плита из дерева Венге (огнестойкость)
forestry:slabs.fireproof.0:6, Плита из баобаба (огнестойкость)
forestry:slabs.fireproof.0:7, Плита из секвойи (огнестойкость)
forestry:slabs.fireproof.1:0, Плита из хлопкового дерева (огнестойкость)
